ID,QC_LEVEL,INFO_SOURCE,CONTACT,ORGANISATION,ORGANISATION_ID,NO_REVISION,PERSON_REVISION,TIME_EVENT,TIME_CREATION,TIME_LAST_REVISION,TIME_ACCURACY,COUNTRY,STATE,PLACE,PLACE_LOCAL_LANGUAGE,DETAILED_LOCATION,LATITUDE,LONGITUDE,PLACE_ACCURACY,SURFACE_INITIAL_LOCATION,SURFACE_CROSSED,TYPE_EVENT,PRECIPITATION_AMOUNT,MAX_6_HOUR_PRECIP,MAX_12_HOUR_PRECIP,MAX_24_HOUR_PRECIP,CONVECTIVE,TOTAL_DURATION,EXCEPT_ELEC_PHENOM,NO_INJURED,NO_KILLED,EVENT_DESCRIPTION,EXT_URL,REFERENCE,IMPACTS,CREATOR_ID,REVISOR_ID,LINK_ORG,LINK_ID,DELETED
3395,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:23:58,2021-07-23 09:23:58,3H,BE,Liège,Chaudfontaine,,,50.583,5.633,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3395.0,N
3396,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:24:17,2021-07-23 09:24:17,3H,BE,Liège,A Bouny,,,50.603,5.663,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3396.0,N
3397,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:24:27,2021-07-23 09:24:27,3H,BE,Liège,Trooz,,,50.567,5.683,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3397.0,N
3398,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:24:50,2021-07-23 09:24:50,3H,BE,Liège,Sainva,,,50.579,5.618,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3398.0,N
3399,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:25:09,2021-07-23 09:25:09,3H,BE,Liège,Cours,,,50.567,5.623,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3399.0,N
3400,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:25:21,2021-07-23 09:25:21,3H,BE,Liège,Beaufays,,,50.567,5.633,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3400.0,N
3401,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:25:59,2021-07-23 09:25:59,3H,BE,Liège,Bruyères,,,50.617,5.783,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3401.0,N
3402,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:26:10,2021-07-23 09:26:10,3H,BE,Liège,Petit-Rechain,,,50.617,5.833,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3402.0,N
3403,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:26:33,2021-07-23 09:26:33,3H,BE,Liège,Saint-Hadelin,,,50.6,5.717,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3403.0,N
3404,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:26:43,2021-07-23 09:26:43,3H,BE,Liège,Olne,,,50.583,5.75,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3404.0,N
3405,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:27:05,2021-07-23 09:27:05,3H,BE,Liège,Lonhiene,,,50.565,5.681,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3405.0,N
3406,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:29:22,2021-07-23 09:29:22,3H,BE,Liège,Goffontaine,,,50.567,5.767,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3406.0,N
3407,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:29:41,2021-07-23 09:29:41,3H,BE,Liège,Mazures,,,50.559,5.804,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3407.0,N
3408,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:29:53,2021-07-23 09:29:53,3H,BE,Liège,Banneux,,,50.533,5.733,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3408.0,N
3409,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:30:03,2021-07-23 09:30:03,3H,BE,Liège,Juslenville,,,50.55,5.8,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3409.0,N
3410,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:30:19,2021-07-23 09:30:19,3H,BE,Liège,Oneux,,,50.556,5.817,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3410.0,N
3411,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:30:45,2021-07-23 09:30:45,3H,BE,Liège,Hodbomont,,,50.533,5.783,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3411.0,N
3412,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:31:01,2021-07-23 09:31:01,3H,BE,Liège,Blindef,,,50.517,5.683,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3412.0,N
3413,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:31:47,2021-07-23 09:31:47,3H,BE,Liège,Cornemont,,,50.517,5.7,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3413.0,N
3414,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:32:10,2021-07-23 09:32:10,3H,BE,Liège,Adzeu,,,50.519,5.735,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3414.0,N
3415,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:32:22,2021-07-23 09:32:22,3H,BE,Liège,Deigne,,,50.5,5.733,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3415.0,N
3416,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:32:50,2021-07-23 09:32:50,3H,BE,Liège,Vieux Cortil,,,50.514,5.778,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3416.0,N
3417,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:33:03,2021-07-23 09:33:03,3H,BE,Liège,Jevoumont,,,50.517,5.8,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3417.0,N
3418,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:33:27,2021-07-23 09:33:27,3H,BE,Liège,Hotchamps,,,50.506,5.707,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3418.0,N
3419,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:33:55,2021-07-23 09:33:55,3H,BE,Liège,Hautregard,,,50.483,5.767,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3419.0,N
3420,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:34:15,2021-07-23 09:34:15,3H,BE,Liège,Ménobu,,,50.494,5.771,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3420.0,N
3421,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:34:25,2021-07-23 09:34:25,3H,BE,Liège,Becco,,,50.5,5.783,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3421.0,N
3422,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:34:37,2021-07-23 09:34:37,3H,BE,Liège,La Reid,,,50.483,5.783,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3422.0,N
3423,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:34:52,2021-07-23 09:34:52,3H,BE,Liège,Nonceveux,,,50.467,5.733,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3423.0,N
3424,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:35:18,2021-07-23 09:35:18,3H,BE,Liège,Sedoz,,,50.468,5.744,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3424.0,N
3425,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:35:43,2021-07-23 09:35:43,3H,BE,Liège,Jehoster,,,50.476,5.787,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3425.0,N
3426,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:36:03,2021-07-23 09:36:03,3H,BE,Liège,Vert Buisson,,,50.463,5.783,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3426.0,N
3427,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:36:27,2021-07-23 09:36:27,3H,BE,Liège,Hestroumont,,,50.5,5.8,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3427.0,N
3428,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:36:50,2021-07-23 09:36:50,3H,BE,Liège,Marteau,,,50.488,5.833,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3428.0,N
3429,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:37:15,2021-07-23 09:37:15,3H,BE,Liège,Winamplanche,,,50.477,5.821,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3429.0,N
3430,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:37:34,2021-07-23 09:37:34,3H,BE,Liège,Desnié,,,50.461,5.811,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3430.0,N
3431,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:37:58,2021-07-23 09:37:58,3H,BE,Liège,Creppe,,,50.472,5.847,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3431.0,N
3432,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:38:08,2021-07-23 09:38:08,3H,BE,Liège,Spa,,,50.5,5.867,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3432.0,N
3433,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:38:36,2021-07-23 09:38:36,3H,BE,Liège,Sassor,,,50.533,5.833,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3433.0,N
3434,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:39:22,2021-07-23 09:39:22,3H,BE,Liège,Neubois,,,50.488,5.894,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3434.0,N
3435,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:39:31,2021-07-23 09:39:31,3H,BE,Liège,Nivezé,,,50.5,5.9,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3435.0,N
3436,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:39:48,2021-07-23 09:39:48,3H,BE,Liège,Balmoral,,,50.503,5.884,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3436.0,N
3437,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:40:05,2021-07-23 09:40:05,3H,BE,Liège,Tiège,,,50.517,5.917,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3437.0,N
3438,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:40:22,2021-07-23 09:40:22,3H,BE,Liège,Arbespine,,,50.518,5.903,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3438.0,N
3439,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:40:39,2021-07-23 09:40:39,3H,BE,Liège,Sart,,,50.516,5.932,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3439.0,N
3440,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:41:01,2021-07-23 09:41:01,3H,BE,Liège,Wèyai,,,50.507,5.938,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3440.0,N
3441,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:41:45,2021-07-23 09:41:45,3H,BE,Liège,Stockay,,,50.506,5.923,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3441.0,N
3442,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:42:15,2021-07-23 09:42:15,3H,BE,Limburg,Vroenhoven,,,50.817,5.633,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3442.0,N
3443,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:42:24,2021-07-23 09:42:24,3H,BE,Limburg,Kesselt,,,50.833,5.617,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3443.0,N
3444,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:42:38,2021-07-23 09:42:38,3H,BE,Limburg,Veldwezelt,,,50.867,5.633,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3444.0,N
3445,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:42:50,2021-07-23 09:42:50,3H,BE,Limburg,Briegden,,,50.867,5.617,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3445.0,N
3446,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:43:00,2021-07-23 09:43:00,3H,BE,Limburg,Gellik,,,50.883,5.6,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3446.0,N
3447,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:43:11,2021-07-23 09:43:11,3H,BE,Limburg,Eigenbilzen,,,50.867,5.583,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3447.0,N
3448,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:43:20,2021-07-23 09:43:20,3H,BE,Limburg,Berenbroek,,,50.95,5.417,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3448.0,N
3449,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:43:37,2021-07-23 09:43:37,3H,BE,Limburg,Sledderlo,,,50.933,5.517,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3449.0,N
3450,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:44:43,2021-07-23 09:44:43,3H,BE,Limburg,Rozendaal,,,50.928,5.469,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3450.0,N
3451,QC1,GOV,Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-07-14 19:00:00,2021-07-23 09:44:53,2021-07-23 09:44:53,3H,BE,Limburg,Diepenbeek,,,50.9,5.4,3KM,,LAND,PRECIP,,,,,,,0.0,,,,,"Map of damage impact indications: COPERNICUS (by European Commission), Activation Explorer / Copernicus EMS: Event EMSR517 / AOI01 Liège. 23 JUL 2021",T1T2H7H8,Thilo,Thilo,ESSL,3451.0,N
